kernelSize;density;delta
66;7;0,091125
65;16;0,092918
66;8;0,096667
64;48;0,076936
63;79;0,077213
62;78;0,073314
66;9;0,107721
64;49;0,078325
65;17;0,092145
63;80;0,077281
62;79;0,071816
66;10;0,108914
65;18;0,088511
63;81;0,075886
66;11;0,100218
64;50;0,076838
65;19;0,079288
62;80;0,072161
66;12;0,095582
63;82;0,075910
65;20;0,087771
64;51;0,077842
62;81;0,071707
66;13;0,094702
65;21;0,086683
63;83;0,076308
64;52;0,077241
62;82;0,070665
66;14;0,087366
65;22;0,091475
63;84;0,075404
64;53;0,076472
66;15;0,086498
62;83;0,071219
3;95;0,431997
65;23;0,089628
63;85;0,072827
64;54;0,075299
66;16;0,085141
62;84;0,069705
65;24;0,089022
63;86;0,075668
66;17;0,087014
64;55;0,072601
65;25;0,088234
62;85;0,068233
66;18;0,083005
63;87;0,075901
65;26;0,086030
64;56;0,076134
66;19;0,073848
62;86;0,070585
63;88;0,075712
65;27;0,083801
64;57;0,075499
66;20;0,081118
62;87;0,070384
65;28;0,085293
63;89;0,076884
64;58;0,076800
66;21;0,080891
65;29;0,086093
62;88;0,070618
63;90;0,075712
66;22;0,084372
64;59;0,074865
65;30;0,084593
62;89;0,071281
63;91;0,074875
66;23;0,084483
65;31;0,082516
64;60;0,074876
66;24;0,083504
63;92;0,076780
62;90;0,070312
65;32;0,082974
64;61;0,071357
66;25;0,083544
65;33;0,082691
63;93;0,076448
62;91;0,069378
65;34;0,084311
66;26;0,081788
64;62;0,076327
63;94;0,075360
62;92;0,071236
66;27;0,081490
65;35;0,080926
64;63;0,075470
63;95;0,076176
65;36;0,079848
62;93;0,071092
66;28;0,081540
64;64;0,074044
63;96;0,075871
65;37;0,074059
66;29;0,079728
62;94;0,070133
64;65;0,074339
63;97;0,075547
65;38;0,077972
66;30;0,079006
62;95;0,071754
64;66;0,075145
63;98;0,075008
65;39;0,078320
66;31;0,077251
62;96;0,069786
64;67;0,073818
65;40;0,077141
66;32;0,079444
63;99;0,075228
62;97;0,070464
66;33;0,076765
65;41;0,078613
64;68;0,074514
63;100;0,075222
62;98;0,070003
66;34;0,078590
65;42;0,078440
64;69;0,072926
67;1;0,258453
66;35;0,078798
62;99;0,069818
65;43;0,077221
67;2;0,195857
64;70;0,073205
66;36;0,076890
67;3;0,150245
62;100;0,069903
65;44;0,077526
67;4;0,129366
66;37;0,072395
68;1;0,268393
64;71;0,076257
65;45;0,076274
67;5;0,124707
66;38;0,077479
68;2;0,192471
64;72;0,075893
65;46;0,075750
67;6;0,126874
66;39;0,077429
68;3;0,138946
67;7;0,103898
64;73;0,076068
65;47;0,075688
68;4;0,125302
66;40;0,076351
67;8;0,109112
68;5;0,120954
64;74;0,074364
65;48;0,074322
66;41;0,078548
67;9;0,115725
68;6;0,122514
64;75;0,075433
66;42;0,078181
67;10;0,114265
68;7;0,096516
65;49;0,075447
64;76;0,074735
66;43;0,077162
67;11;0,109502
68;8;0,097402
65;50;0,074305
66;44;0,076861
64;77;0,075777
68;9;0,107632
67;12;0,101713
65;51;0,074146
67;13;0,105674
68;10;0,108962
66;45;0,077193
64;78;0,075782
65;52;0,073610
67;14;0,096997
66;46;0,076606
64;79;0,074916
68;11;0,103948
65;53;0,074440
67;15;0,101533
68;12;0,096517
66;47;0,075378
64;80;0,074330
67;16;0,096328
65;54;0,071184
68;13;0,101166
66;48;0,074900
64;81;0,074543
67;17;0,098084
65;55;0,069228
68;14;0,096037
66;49;0,074730
67;18;0,090258
64;82;0,073165
65;56;0,072514
68;15;0,098954
66;50;0,073970
67;19;0,078800
68;16;0,093749
64;83;0,074631
65;57;0,072254
67;20;0,089789
66;51;0,073704
68;17;0,097980
64;84;0,073081
65;58;0,071600
68;18;0,089730
67;21;0,090512
64;85;0,071694
66;52;0,073020
68;19;0,081814
65;59;0,071426
67;22;0,093157
66;53;0,074370
64;86;0,074065
68;20;0,088249
67;23;0,093312
65;60;0,070977
66;54;0,071136
67;24;0,089379
68;21;0,088212
64;87;0,073538
65;61;0,069821
68;22;0,094278
66;55;0,070394
67;25;0,091317
64;88;0,073766
65;62;0,072691
67;26;0,087490
66;56;0,072743
68;23;0,091046
64;89;0,073868
67;27;0,085010
66;57;0,071895
65;63;0,071313
68;24;0,089706
64;90;0,073765
67;28;0,083468
68;25;0,089921
65;64;0,071943
66;58;0,072240
64;91;0,071892
67;29;0,086751
68;26;0,086916
65;65;0,071176
66;59;0,071275
67;30;0,081078
68;27;0,084000
64;92;0,074727
65;66;0,070766
66;60;0,072443
68;28;0,082750
67;31;0,080804
64;93;0,073591
2;65;0,470825
65;67;0,070820
68;29;0,087827
64;94;0,073473
66;61;0,069383
67;32;0,084758
65;68;0,070386
68;30;0,083742
67;33;0,081412
64;95;0,072976
66;62;0,070853
68;31;0,083576
65;69;0,069704
67;34;0,081244
64;96;0,073528
66;63;0,071510
68;32;0,086018
67;35;0,082211
65;70;0,070058
66;64;0,071176
64;97;0,072944
68;33;0,082688
67;36;0,078675
65;71;0,071004
66;65;0,069652
64;98;0,072511
68;34;0,084033
67;37;0,074153
65;72;0,069758
68;35;0,082741
66;66;0,070115
64;99;0,071938
67;38;0,078752
68;36;0,079847
65;73;0,072834
64;100;0,072861
66;67;0,071187
67;39;0,078287
65;74;0,072233
3;96;0,433320
68;37;0,075966
67;40;0,077166
69;1;0,265053
66;68;0,070099
68;38;0,079603
69;2;0,186045
67;41;0,080408
65;75;0,072785
66;69;0,068795
69;3;0,137278
68;39;0,080842
67;42;0,079923
65;76;0,072693
66;70;0,069208
69;4;0,126897
68;40;0,078519
67;43;0,079290
69;5;0,120228
66;71;0,069994
65;77;0,072455
68;41;0,081724
67;44;0,078537
69;6;0,123098
68;42;0,080422
66;72;0,068289
65;78;0,072505
67;45;0,078811
69;7;0,092714
66;73;0,068415
68;43;0,080525
65;79;0,071268
69;8;0,097892
67;46;0,078003
66;74;0,069087
69;9;0,105243
68;44;0,079924
67;47;0,078356
65;80;0,071811
69;10;0,106945
66;75;0,072551
68;45;0,079726
67;48;0,078144
65;81;0,071133
68;46;0,079155
66;76;0,072685
69;11;0,101361
67;49;0,079528
69;12;0,094538
68;47;0,078305
65;82;0,069978
67;50;0,076997
66;77;0,072601
69;13;0,096319
68;48;0,077058
65;83;0,070644
66;78;0,072510
69;14;0,092973
68;49;0,078443
67;51;0,077755
69;15;0,095494
65;84;0,070066
66;79;0,071746
67;52;0,076152
68;50;0,077599
69;16;0,091381
66;80;0,071780
65;85;0,067251
67;53;0,077812
68;51;0,077581
69;17;0,091989
65;86;0,071121
66;81;0,071242
67;54;0,075287
68;52;0,076044
69;18;0,085422
65;87;0,071285
66;82;0,070379
69;19;0,076450
67;55;0,073243
68;53;0,076488
65;88;0,071931
69;20;0,085258
67;56;0,076611
66;83;0,071223
68;54;0,074609
69;21;0,083602
65;89;0,071534
67;57;0,076594
66;84;0,069849
68;55;0,071072
69;22;0,090155
67;58;0,076705
69;23;0,088992
66;85;0,068005
68;56;0,075451
65;90;0,070690
69;24;0,088015
67;59;0,077372
66;86;0,070508
68;57;0,075141
65;91;0,069926
69;25;0,086079
67;60;0,075129
66;87;0,070581
68;58;0,074624
69;26;0,084044
65;92;0,072248
67;61;0,071511
66;88;0,071087
68;59;0,074917
69;27;0,081869
65;93;0,071574
67;62;0,077053
66;89;0,071501
68;60;0,072419
69;28;0,083107
67;63;0,076083
65;94;0,071306
66;90;0,069606
69;29;0,082211
68;61;0,071354
65;95;0,071611
67;64;0,076079
69;30;0,077177
66;91;0,069385
68;62;0,075172
67;65;0,075329
65;96;0,071350
69;31;0,080232
66;92;0,071462
68;63;0,073675
67;66;0,075853
69;32;0,081504
65;97;0,070568
68;64;0,074046
66;93;0,071437
67;67;0,075709
69;33;0,077151
65;98;0,071174
68;65;0,073867
66;94;0,070553
69;34;0,079376
67;68;0,075183
65;99;0,070528
68;66;0,073379
66;95;0,070721
69;35;0,079190
67;69;0,073671
65;100;0,070711
68;67;0,073267
69;36;0,077194
66;96;0,070350
67;70;0,074216
70;1;0,253715
68;68;0,072986
69;37;0,073756
66;97;0,070047
70;2;0,192384
67;71;0,074361
68;69;0,071887
70;3;0,133749
69;38;0,079695
66;98;0,069044
67;72;0,074147
69;39;0,078897
70;4;0,120365
68;70;0,071789
1;32;0,493567
66;99;0,069340
67;73;0,074587
70;5;0,119808
69;40;0,077470
68;71;0,072778
66;100;0,068941
70;6;0,124951
67;74;0,074113
69;41;0,079807
70;7;0,097408
68;72;0,071784
71;1;0,251860
67;75;0,074788
69;42;0,080073
70;8;0,099859
71;2;0,183209
68;73;0,071567
69;43;0,079835
67;76;0,074385
71;3;0,132594
70;9;0,111820
68;74;0,070659
71;4;0,128638
69;44;0,078392
70;10;0,111674
67;77;0,075080
68;75;0,072029
69;45;0,077716
71;5;0,119402
70;11;0,105681
67;78;0,077875
68;76;0,071428
69;46;0,077966
71;6;0,126701
70;12;0,097339
67;79;0,077526
68;77;0,072007
71;7;0,096117
70;13;0,100799
69;47;0,076003
67;80;0,076907
71;8;0,102854
70;14;0,093385
68;78;0,071163
69;48;0,075358
67;81;0,076902
71;9;0,113305
70;15;0,098037
69;49;0,076070
71;10;0,115004
68;79;0,070558
67;82;0,075398
70;16;0,093579
71;11;0,109582
69;50;0,075067
70;17;0,094552
68;80;0,074621
67;83;0,076238
71;12;0,100676
69;51;0,075821
70;18;0,088207
67;84;0,074615
68;81;0,073566
71;13;0,103588
70;19;0,080390
69;52;0,074570
71;14;0,096428
67;85;0,073261
68;82;0,072573
70;20;0,087933
69;53;0,075977
71;15;0,099154
68;83;0,073577
67;86;0,076168
69;54;0,073184
71;16;0,093893
70;21;0,087644
68;84;0,072455
67;87;0,076229
70;22;0,091971
69;55;0,070854
71;17;0,098476
67;88;0,076145
68;85;0,070435
70;23;0,091711
69;56;0,073625
71;18;0,091586
67;89;0,077069
70;24;0,089454
68;86;0,073881
69;57;0,071138
71;19;0,082380
70;25;0,087378
3;97;0,434449
67;90;0,076135
68;87;0,072980
71;20;0,088598
69;58;0,073257
70;26;0,084078
67;91;0,075080
68;88;0,074351
69;59;0,071934
71;21;0,085993
70;27;0,081072
67;92;0,077476
68;89;0,074476
69;60;0,071689
71;22;0,090674
70;28;0,084562
67;93;0,076747
68;90;0,073780
71;23;0,088336
69;61;0,069617
70;29;0,081218
67;94;0,075632
71;24;0,087265
70;30;0,077331
68;91;0,071760
69;62;0,073140
67;95;0,076511
71;25;0,084505
70;31;0,077810
69;63;0,072885
68;92;0,075017
71;26;0,083102
67;96;0,076206
70;32;0,081304
69;64;0,073406
68;93;0,073555
71;27;0,079829
70;33;0,078452
67;97;0,075401
69;65;0,071750
68;94;0,072801
71;28;0,080218
70;34;0,079250
67;98;0,074856
71;29;0,078328
70;35;0,078431
69;66;0,073134
68;95;0,073596
67;99;0,074946
71;30;0,077825
70;36;0,075485
69;67;0,071917
68;96;0,073206
71;31;0,075878
70;37;0,071614
67;100;0,074369
69;68;0,072259
68;97;0,072455
71;32;0,079205
70;38;0,077524
72;1;0,266500
69;69;0,071104
68;98;0,072989
70;39;0,076116
72;2;0,200271
71;33;0,076117
69;70;0,071862
72;3;0,149105
68;99;0,072298
70;40;0,075104
71;34;0,078130
69;71;0,071990
72;4;0,133599
68;100;0,072423
71;35;0,077740
70;41;0,077171
72;5;0,129982
69;72;0,072018
73;1;0,261440
71;36;0,074860
72;6;0,127679
70;42;0,075761
69;73;0,071627
73;2;0,197184
72;7;0,100793
71;37;0,071260
70;43;0,074814
73;3;0,141953
69;74;0,071177
72;8;0,106272
71;38;0,075190
70;44;0,074460
2;66;0,471586
73;4;0,127584
69;75;0,073134
72;9;0,118667
71;39;0,075589
70;45;0,075182
73;5;0,119315
72;10;0,118164
69;76;0,072357
71;40;0,075374
73;6;0,123526
70;46;0,074717
72;11;0,112593
73;7;0,100913
70;47;0,074623
69;77;0,072092
71;41;0,077191
72;12;0,104382
73;8;0,107543
70;48;0,073283
71;42;0,077127
69;78;0,072937
73;9;0,121203
72;13;0,108290
71;43;0,075834
69;79;0,071505
70;49;0,074477
73;10;0,117991
72;14;0,102734
71;44;0,076145
72;15;0,103186
73;11;0,107938
70;50;0,072305
69;80;0,071622
72;16;0,096110
73;12;0,100057
71;45;0,074725
69;81;0,071045
70;51;0,073022
72;17;0,098632
73;13;0,103767
71;46;0,075177
69;82;0,071180
72;18;0,094243
70;52;0,072163
73;14;0,094989
71;47;0,075143
72;19;0,085520
70;53;0,072720
73;15;0,099556
69;83;0,074283
71;48;0,073323
72;20;0,096235
73;16;0,095542
70;54;0,070955
69;84;0,073462
71;49;0,073460
72;21;0,094327
73;17;0,095084
70;55;0,069436
69;85;0,071388
72;22;0,099432
71;50;0,071743
73;18;0,090953
70;56;0,071887
72;23;0,099252
69;86;0,073238
71;51;0,072359
73;19;0,082517
72;24;0,097443
70;57;0,072664
69;87;0,074373
71;52;0,071662
73;20;0,091847
72;25;0,094504
71;53;0,072162
70;58;0,071506
69;88;0,074047
73;21;0,091446
72;26;0,091726
71;54;0,069812
70;59;0,071451
73;22;0,096752
72;27;0,091864
69;89;0,074866
71;55;0,065829
70;60;0,071150
73;23;0,094320
72;28;0,086337
69;90;0,074045
73;24;0,092476
72;29;0,087160
71;56;0,071132
70;61;0,068299
69;91;0,072909
73;25;0,093305
72;30;0,084409
71;57;0,069378
70;62;0,072584
73;26;0,087423
69;92;0,075270
72;31;0,084205
71;58;0,069982
70;63;0,072042
72;32;0,085784
73;27;0,089346
69;93;0,075112
71;59;0,068836
70;64;0,071906
73;28;0,088429
72;33;0,084216
69;94;0,073379
71;60;0,068182
70;65;0,071067
73;29;0,089402
72;34;0,085587
69;95;0,074116
73;30;0,086278
70;66;0,071167
71;61;0,066965
72;35;0,084220
69;96;0,073733
73;31;0,086104
70;67;0,071912
71;62;0,070478
72;36;0,081447
69;97;0,074093
73;32;0,088956
70;68;0,070523
71;63;0,069814
72;37;0,077612
69;98;0,073276
73;33;0,086146
70;69;0,069567
72;38;0,083318
71;64;0,070327
69;99;0,073288
73;34;0,086520
72;39;0,084175
70;70;0,070058
71;65;0,069706
73;35;0,084563
69;100;0,073147
72;40;0,081844
70;71;0,071308
71;66;0,069536
73;36;0,082523
74;1;0,263760
72;41;0,086818
74;2;0,197441
73;37;0,078068
70;72;0,069866
71;67;0,069747
74;3;0,146861
73;38;0,084123
72;42;0,085554
70;73;0,069318
71;68;0,068760
74;4;0,125215
73;39;0,083938
72;43;0,083849
70;74;0,069853
74;5;0,127124
71;69;0,068209
73;40;0,082545
72;44;0,082947
74;6;0,128822
70;75;0,070160
73;41;0,084540
71;70;0,068874
74;7;0,102843
72;45;0,082479
73;42;0,083570
71;71;0,069241
70;76;0,070204
74;8;0,100164
72;46;0,081718
73;43;0,082878
74;9;0,115659
3;98;0,435595
71;72;0,068322
72;47;0,081950
70;77;0,070236
73;44;0,082459
74;10;0,112344
71;73;0,068515
72;48;0,081025
73;45;0,081836
70;78;0,070327
74;11;0,106566
72;49;0,081446
71;74;0,068141
73;46;0,081493
70;79;0,069521
74;12;0,100444
72;50;0,080332
71;75;0,068506
74;13;0,101955
73;47;0,080029
70;80;0,070185
72;51;0,080749
74;14;0,099242
73;48;0,080186
71;76;0,067956
70;81;0,069491
74;15;0,100166
72;52;0,079262
73;49;0,080447
70;82;0,068390
71;77;0,068578
74;16;0,094725
72;53;0,079753
73;50;0,080041
74;17;0,094827
70;83;0,068814
71;78;0,068642
72;54;0,076701
73;51;0,078083
74;18;0,092574
70;84;0,067941
72;55;0,077279
71;79;0,067845
74;19;0,084847
73;52;0,077348
70;85;0,066061
72;56;0,078582
71;80;0,067830
74;20;0,090686
73;53;0,078247
72;57;0,076850
70;86;0,071811
71;81;0,067192
74;21;0,090073
73;54;0,076804
72;58;0,078052
70;87;0,071092
74;22;0,094321
71;82;0,065826
73;55;0,074203
74;23;0,094072
72;59;0,078087
70;88;0,071394
71;83;0,065916
73;56;0,076630
74;24;0,091145
70;89;0,072318
72;60;0,077251
71;84;0,065976
74;25;0,090733
73;57;0,076169
70;90;0,071421
72;61;0,074563
71;85;0,063788
74;26;0,089587
73;58;0,076891
70;91;0,070203
72;62;0,078552
74;27;0,086557
73;59;0,075692
71;86;0,065562
72;63;0,078171
70;92;0,072648
74;28;0,084898
73;60;0,075617
71;87;0,067096
72;64;0,078106
70;93;0,072373
74;29;0,089645
73;61;0,072550
71;88;0,069810
72;65;0,076677
70;94;0,071771
74;30;0,086698
71;89;0,070524
73;62;0,076769
72;66;0,076826
70;95;0,071722
74;31;0,085464
71;90;0,069516
73;63;0,077232
72;67;0,076567
74;32;0,089122
70;96;0,072073
71;91;0,068879
73;64;0,077311
74;33;0,084537
72;68;0,076844
70;97;0,071488
71;92;0,070092
73;65;0,075748
74;34;0,087008
72;69;0,075362
70;98;0,070782
71;93;0,070276
73;66;0,076565
74;35;0,085400
72;70;0,076649
70;99;0,070428
71;94;0,069606
74;36;0,083050
73;67;0,076642
72;71;0,077031
70;100;0,070890
71;95;0,069864
73;68;0,077030
74;37;0,078907
72;72;0,076474
75;1;0,260031
74;38;0,084591
71;96;0,068908
73;69;0,074622
75;2;0,190547
72;73;0,075593
74;39;0,083803
75;3;0,136305
73;70;0,075334
71;97;0,069803
72;74;0,076025
74;40;0,082428
75;4;0,120449
73;71;0,075883
72;75;0,076281
75;5;0,116107
71;98;0,069082
74;41;0,084667
75;6;0,119373
73;72;0,074667
72;76;0,075398
74;42;0,083385
71;99;0,068815
75;7;0,093204
73;73;0,074438
72;77;0,076139
74;43;0,083290
71;100;0,068371
75;8;0,097726
73;74;0,074140
74;44;0,082444
72;78;0,076707
75;9;0,106504
76;1;0,266689
73;75;0,074489
74;45;0,083121
75;10;0,104938
72;79;0,075955
76;2;0,193745
73;76;0,074180
72;80;0,075732
76;3;0,136070
74;46;0,082268
75;11;0,098688
76;4;0,124335
73;77;0,074661
75;12;0,095712
72;81;0,075429
74;47;0,080095
76;5;0,119867
75;13;0,098537
73;78;0,074604
74;48;0,081015
72;82;0,073402
76;6;0,123495
75;14;0,096175
73;79;0,072926
74;49;0,080537
76;7;0,097960
72;83;0,075488
75;15;0,098576
76;8;0,105170
73;80;0,073308
74;50;0,079827
72;84;0,074114
75;16;0,091031
76;9;0,114442
74;51;0,080135
73;81;0,072864
75;17;0,094024
72;85;0,071912
76;10;0,112389
74;52;0,079602
73;82;0,073031
75;18;0,087434
76;11;0,105151
72;86;0,074774
74;53;0,078832
75;19;0,082585
76;12;0,099547
73;83;0,072295
72;87;0,075318
74;54;0,077698
76;13;0,097531
75;20;0,088026
73;84;0,071056
74;55;0,075146
72;88;0,075569
76;14;0,092687
75;21;0,087901
2;67;0,472347
73;85;0,068497
76;15;0,097574
74;56;0,078476
75;22;0,093029
72;89;0,075842
76;16;0,091811
73;86;0,071864
74;57;0,077914
75;23;0,090934
72;90;0,077988
76;17;0,092638
73;87;0,071452
74;58;0,077700
75;24;0,090996
76;18;0,090854
72;91;0,076540
73;88;0,072251
75;25;0,086886
76;19;0,081791
74;59;0,078107
72;92;0,078445
73;89;0,073282
75;26;0,087991
76;20;0,088659
74;60;0,076106
72;93;0,078584
73;90;0,071828
75;27;0,081557
76;21;0,089916
74;61;0,073794
75;28;0,081890
72;94;0,078069
76;22;0,090941
73;91;0,071196
74;62;0,076593
75;29;0,085174
3;99;0,436685
76;23;0,090586
72;95;0,077922
73;92;0,073705
74;63;0,076216
75;30;0,081437
76;24;0,089652
72;96;0,077512
73;93;0,076896
74;64;0,076820
75;31;0,080093
76;25;0,087561
72;97;0,077307
75;32;0,083947
73;94;0,076490
74;65;0,075181
76;26;0,086512
72;98;0,077215
74;66;0,075848
73;95;0,076572
75;33;0,080297
76;27;0,081658
72;99;0,076723
74;67;0,076093
73;96;0,076889
75;34;0,081644
76;28;0,082598
72;100;0,077129
73;97;0,076069
74;68;0,075576
75;35;0,081159
76;29;0,082731
77;1;0,253595
75;36;0,078741
74;69;0,074318
73;98;0,075344
76;30;0,081254
77;2;0,202538
75;37;0,075808
74;70;0,074376
73;99;0,075697
77;3;0,141053
76;31;0,080152
75;38;0,080648
77;4;0,129352
74;71;0,074933
76;32;0,082463
73;100;0,075680
75;39;0,080178
77;5;0,127347
78;1;0,259912
76;33;0,078396
74;72;0,074008
77;6;0,127881
75;40;0,079334
78;2;0,201448
76;34;0,080548
74;73;0,074819
77;7;0,101863
75;41;0,081160
78;3;0,147808
77;8;0,112891
76;35;0,081262
78;4;0,132017
74;74;0,073856
75;42;0,079791
77;9;0,120524
76;36;0,076378
78;5;0,132088
75;43;0,077674
77;10;0,122539
74;75;0,075202
78;6;0,128046
76;37;0,073457
77;11;0,113229
74;76;0,074301
75;44;0,078121
78;7;0,100558
76;38;0,079070
77;12;0,104897
78;8;0,105326
74;77;0,075296
75;45;0,078254
76;39;0,079299
77;13;0,103223
78;9;0,113377
75;46;0,077357
76;40;0,078402
74;78;0,075476
78;10;0,114670
77;14;0,100589
75;47;0,076893
76;41;0,079724
78;11;0,107021
77;15;0,100739
74;79;0,074314
75;48;0,073933
78;12;0,101332
76;42;0,078986
77;16;0,096521
74;80;0,073710
75;49;0,076842
78;13;0,103487
77;17;0,096107
76;43;0,078891
78;14;0,098236
77;18;0,092193
75;50;0,074062
74;81;0,073504
76;44;0,078593
78;15;0,103547
77;19;0,082143
75;51;0,075916
76;45;0,077707
74;82;0,072464
78;16;0,097814
77;20;0,091973
75;52;0,073374
76;46;0,076592
78;17;0,098641
74;83;0,072954
77;21;0,089994
75;53;0,076269
78;18;0,096124
76;47;0,076095
74;84;0,071650
77;22;0,096959
75;54;0,074521
78;19;0,085678
76;48;0,075242
77;23;0,095458
74;85;0,069949
75;55;0,071254
78;20;0,092510
76;49;0,074104
74;86;0,072197
77;24;0,095297
75;56;0,074674
78;21;0,092341
76;50;0,073833
74;87;0,072081
77;25;0,093508
75;57;0,074081
78;22;0,096164
76;51;0,072731
74;88;0,072118
75;58;0,074253
77;26;0,090164
78;23;0,096556
76;52;0,073587
74;89;0,072528
78;24;0,091335
77;27;0,086099
75;59;0,075021
76;53;0,073071
78;25;0,096032
74;90;0,071684
77;28;0,086985
75;60;0,073594
76;54;0,069728
78;26;0,088946
77;29;0,087209
74;91;0,071341
78;27;0,087181
76;55;0,067504
75;61;0,072256
77;30;0,083074
74;92;0,072802
78;28;0,086567
76;56;0,071498
75;62;0,075318
77;31;0,082856
74;93;0,072561
78;29;0,087001
76;57;0,070916
75;63;0,074752
77;32;0,085987
78;30;0,082283
74;94;0,072534
75;64;0,075625
76;58;0,070858
77;33;0,083314
78;31;0,082964
75;65;0,074728
74;95;0,076195
76;59;0,071380
77;34;0,084419
78;32;0,084747
1;33;0,493711
75;66;0,074728
74;96;0,076120
77;35;0,083248
76;60;0,069222
78;33;0,082627
75;67;0,074381
74;97;0,075872
77;36;0,080236
78;34;0,085758
76;61;0,066928
75;68;0,074367
74;98;0,075542
77;37;0,075626
78;35;0,084010
76;62;0,071299
75;69;0,073719
77;38;0,081637
78;36;0,081366
74;99;0,075222
76;63;0,071782
77;39;0,082128
75;70;0,073416
78;37;0,078138
74;100;0,075248
76;64;0,071261
77;40;0,080794
78;38;0,083534
79;1;0,245615
75;71;0,073526
76;65;0,071417
77;41;0,084960
78;39;0,083466
79;2;0,205356
75;72;0,073280
76;66;0,071256
77;42;0,084088
78;40;0,082775
79;3;0,145484
75;73;0,072323
79;4;0,126357
77;43;0,082965
76;67;0,071041
78;41;0,085346
75;74;0,072156
79;5;0,122837
77;44;0,082108
76;68;0,071733
78;42;0,083709
79;6;0,127938
75;75;0,072629
77;45;0,082199
78;43;0,082157
76;69;0,070278
79;7;0,098978
75;76;0,072595
78;44;0,082591
77;46;0,081289
79;8;0,103688
76;70;0,069711
77;47;0,081495
75;77;0,071772
78;45;0,081476
79;9;0,115796
76;71;0,070743
77;48;0,081629
78;46;0,080216
79;10;0,117853
75;78;0,073131
76;72;0,070107
79;11;0,110609
77;49;0,081417
78;47;0,082000
75;79;0,072002
76;73;0,069264
79;12;0,101488
77;50;0,081098
78;48;0,080985
75;80;0,071908
78;49;0,082951
76;74;0,069278
79;13;0,105851
77;51;0,079987
75;81;0,071271
79;14;0,099183
78;50;0,079966
76;75;0,070174
77;52;0,080143
3;100;0,437854
75;82;0,070543
79;15;0,104466
78;51;0,082213
76;76;0,069121
75;83;0,070555
77;53;0,078830
80;1;0,252864
79;16;0,101037
78;52;0,080169
76;77;0,069277
77;54;0,077944
75;84;0,070165
80;2;0,203032
79;17;0,101890
78;53;0,081573
77;55;0,074530
76;78;0,068123
80;3;0,145317
75;85;0,067302
79;18;0,096252
78;54;0,079253
80;4;0,134661
76;79;0,068368
77;56;0,078315
75;86;0,070325
79;19;0,086942
78;55;0,076699
80;5;0,129226
77;57;0,078796
76;80;0,067648
79;20;0,095436
78;56;0,080432
75;87;0,070141
77;58;0,078689
80;6;0,129294
76;81;0,067647
79;21;0,095521
78;57;0,079882
75;88;0,070271
80;7;0,101735
77;59;0,077977
79;22;0,099382
76;82;0,066788
78;58;0,079374
80;8;0,105692
75;89;0,070228
79;23;0,098410
77;60;0,078252
76;83;0,068271
80;9;0,117012
78;59;0,078893
79;24;0,092451
75;90;0,069381
77;61;0,074935
80;10;0,118945
76;84;0,066582
78;60;0,078217
75;91;0,068738
79;25;0,095290
80;11;0,107490
77;62;0,080514
76;85;0,065153
78;61;0,075118
79;26;0,090043
75;92;0,070539
80;12;0,099777
77;63;0,080197
76;86;0,067664
79;27;0,089114
78;62;0,079106
80;13;0,105877
75;93;0,070394
77;64;0,080141
80;14;0,095395
79;28;0,086296
78;63;0,077838
76;87;0,067722
75;94;0,069799
80;15;0,102089
77;65;0,078424
78;64;0,077702
79;29;0,087395
76;88;0,068219
75;95;0,070171
80;16;0,095578
79;30;0,083375
77;66;0,078932
78;65;0,077012
76;89;0,068351
80;17;0,097941
75;96;0,070299
79;31;0,082280
78;66;0,077617
77;67;0,078729
76;90;0,067734
80;18;0,093682
79;32;0,085080
75;97;0,069331
77;68;0,078893
78;67;0,078175
76;91;0,066133
80;19;0,081701
79;33;0,084011
75;98;0,069239
78;68;0,077142
77;69;0,077534
80;20;0,090753
79;34;0,084118
76;92;0,069103
78;69;0,075786
75;99;0,072630
77;70;0,077605
79;35;0,083201
80;21;0,088244
76;93;0,067919
78;70;0,076356
75;100;0,072505
77;71;0,078407
79;36;0,080398
80;22;0,093348
76;94;0,067327
81;1;0,251828
78;71;0,076330
77;72;0,077206
79;37;0,076151
80;23;0,092368
2;68;0,473108
81;2;0,187923
80;24;0,089119
78;72;0,075346
79;38;0,079497
76;95;0,067051
77;73;0,077096
81;3;0,135677
80;25;0,088858
79;39;0,078989
78;73;0,076002
76;96;0,067208
77;74;0,077536
81;4;0,120348
80;26;0,083955
79;40;0,077474
81;5;0,118239
77;75;0,077723
78;74;0,075411
76;97;0,067015
80;27;0,085042
81;6;0,117151
79;41;0,080398
77;76;0,078788
78;75;0,075894
76;98;0,067192
80;28;0,084551
79;42;0,080202
81;7;0,090955
77;77;0,078028
78;76;0,073623
76;99;0,066260
80;29;0,083836
81;8;0,103548
79;43;0,079412
77;78;0,077960
80;30;0,082306
78;77;0,074573
81;9;0,112020
76;100;0,066367
79;44;0,079189
80;31;0,079644
81;10;0,114129
77;79;0,076658
78;78;0,074856
79;45;0,077791
82;1;0,249417
81;11;0,106982
80;32;0,082835
82;2;0,186802
77;80;0,077168
78;79;0,073799
79;46;0,077304
81;12;0,100382
82;3;0,138564
80;33;0,079005
77;81;0,076653
79;47;0,076691
78;80;0,073709
81;13;0,105653
82;4;0,128630
80;34;0,080855
79;48;0,077587
77;82;0,075472
81;14;0,098223
82;5;0,121262
78;81;0,073393
80;35;0,080293
